,created_at,screen_name,text,converted_time,compound,neg,pos,neu
52,Fri Dec 01 18:10:11 +0000 2017,CBS,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,2017-12-01 18:10:11+00:00,0.0,0.0,0.0,1.0
51,Fri Dec 01 18:16:37 +0000 2017,CBS,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",2017-12-01 18:16:37+00:00,0.0,0.0,0.0,1.0
50,Fri Dec 01 18:40:34 +0000 2017,CBS,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",2017-12-01 18:40:34+00:00,0.0,0.0,0.0,1.0
49,Fri Dec 01 19:32:18 +0000 2017,CBS,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,2017-12-01 19:32:18+00:00,0.8221,0.0,0.309,0.691
48,Fri Dec 01 20:17:18 +0000 2017,CBS,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",2017-12-01 20:17:18+00:00,0.0,0.0,0.0,1.0
47,Fri Dec 01 21:00:12 +0000 2017,CBS,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",2017-12-01 21:00:12+00:00,0.7707,0.0,0.282,0.718
46,Fri Dec 01 22:15:28 +0000 2017,CBS,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",2017-12-01 22:15:28+00:00,0.4199,0.0,0.134,0.866
45,Fri Dec 01 22:43:05 +0000 2017,CBS,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,2017-12-01 22:43:05+00:00,0.3612,0.0,0.116,0.884
44,Sat Dec 02 12:00:03 +0000 2017,CBS,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,2017-12-02 12:00:03+00:00,-0.3595,0.128,0.0,0.872
43,Sat Dec 02 13:00:07 +0000 2017,CBS,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",2017-12-02 13:00:07+00:00,0.6996,0.0,0.179,0.821
42,Sat Dec 02 14:30:03 +0000 2017,CBS,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,2017-12-02 14:30:03+00:00,0.1867,0.0,0.098,0.902
41,Sat Dec 02 15:55:39 +0000 2017,CBS,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,2017-12-02 15:55:39+00:00,0.6166,0.0,0.175,0.825
40,Sun Dec 03 12:00:01 +0000 2017,CBS,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",2017-12-03 12:00:01+00:00,0.7897,0.0,0.28,0.72
39,Sun Dec 03 13:00:04 +0000 2017,CBS,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,2017-12-03 13:00:04+00:00,0.8516,0.0,0.353,0.647
38,Sun Dec 03 17:32:01 +0000 2017,CBS,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,2017-12-03 17:32:01+00:00,0.8658,0.0,0.386,0.614
37,Sun Dec 03 18:44:14 +0000 2017,CBS,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",2017-12-03 18:44:14+00:00,0.7783,0.0,0.286,0.714
36,Sun Dec 03 20:00:02 +0000 2017,CBS,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,2017-12-03 20:00:02+00:00,0.8271,0.0,0.352,0.648
35,Mon Dec 04 00:25:16 +0000 2017,CBS,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",2017-12-04 00:25:16+00:00,-0.2263,0.095,0.0,0.905
34,Mon Dec 04 01:00:09 +0000 2017,CBS,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,2017-12-04 01:00:09+00:00,0.4574,0.0,0.13,0.87
33,Mon Dec 04 01:05:31 +0000 2017,CBS,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,2017-12-04 01:05:31+00:00,0.807,0.0,0.356,0.644
32,Mon Dec 04 01:11:57 +0000 2017,CBS,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,2017-12-04 01:11:57+00:00,0.4588,0.0,0.136,0.864
31,Mon Dec 04 01:13:30 +0000 2017,CBS,These two are just like sisters ❤️ #CarolBurnett50 https://t.co/EPpyf2kOuV,2017-12-04 01:13:30+00:00,0.3612,0.0,0.238,0.762
30,Mon Dec 04 01:24:51 +0000 2017,CBS,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage 🙌🏼❤️ #CarolBurnett50,2017-12-04 01:24:51+00:00,0.5574,0.0,0.194,0.806
29,Mon Dec 04 01:33:37 +0000 2017,CBS,RT @bpeters99: #CarolBurnett50  Am I the Only one with tears in my eyes while I give a standing ovation from my couch? One of the most bril…,2017-12-04 01:33:37+00:00,-0.2263,0.076,0.0,0.924
28,Mon Dec 04 01:43:24 +0000 2017,CBS,RT @BobMackie: Our friend Tim Conway never failed to make us laugh #CarolBurnett50,2017-12-04 01:43:24+00:00,0.8591,0.0,0.487,0.513
27,Mon Dec 04 01:55:44 +0000 2017,CBS,She’s still got it! #CarolBurnett50 https://t.co/zTxZc5zrqP,2017-12-04 01:55:44+00:00,0.0,0.0,0.0,1.0
26,Mon Dec 04 01:56:26 +0000 2017,CBS,RT @bmayberry92: Steve Carell with that video submission though! 😂 #carolburnett50,2017-12-04 01:56:26+00:00,0.0,0.0,0.0,1.0
25,Mon Dec 04 02:12:59 +0000 2017,CBS,RT @jonjeffryes: Bob Mackie created 65 costumes a week for The Carol Burnett Show #CarolBurnett50,2017-12-04 02:12:59+00:00,0.25,0.0,0.133,0.867
24,Mon Dec 04 02:22:42 +0000 2017,CBS,"What a performance by @OfficialBPeters, @KChenoweth, Carol Burnett, Steve Lawrence, and @StephenAtHome!… https://t.co/DqewQ6ASQp",2017-12-04 02:22:42+00:00,0.0,0.0,0.0,1.0
23,Mon Dec 04 02:26:30 +0000 2017,CBS,RT @inezpanebianco: @OfficialBPeters and Carol Burnett reminiscing back on the carol burnett show is my idea of a perfect night ❤️ #CarolBu…,2017-12-04 02:26:30+00:00,0.5719,0.0,0.156,0.844
22,Mon Dec 04 02:43:14 +0000 2017,CBS,RT @tessab13: The Siamese Elephants skit on the Carol Burnett show is such a classic and possibly my favorite. Loved Tim Conway! #CarolBurn…,2017-12-04 02:43:14+00:00,0.8016,0.0,0.264,0.736
21,Mon Dec 04 02:47:39 +0000 2017,CBS,"RT @AdeleAndMike: Thank You for bringing back such wonderful memories, the entire family would gather to watch, and we would then laugh abo…",2017-12-04 02:47:39+00:00,0.8689,0.0,0.329,0.671
