,created_at,screen_name,text,converted_time,compound,neg,pos,neu
42,Sun Dec 10 18:45:16 +0000 2017,nytimes,Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt,2017-12-10 18:45:16+00:00,0.0,0.0,0.0,1.0
41,Sun Dec 10 19:00:20 +0000 2017,nytimes,The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE,2017-12-10 19:00:20+00:00,0.0,0.0,0.0,1.0
40,Sun Dec 10 19:15:12 +0000 2017,nytimes,Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs,2017-12-10 19:15:12+00:00,0.0,0.0,0.0,1.0
39,Sun Dec 10 19:30:30 +0000 2017,nytimes,“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z,2017-12-10 19:30:30+00:00,-0.4939,0.208,0.0,0.792
38,Sun Dec 10 19:38:47 +0000 2017,nytimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo,2017-12-10 19:38:47+00:00,-0.296,0.099,0.0,0.901
37,Sun Dec 10 19:45:06 +0000 2017,nytimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft,2017-12-10 19:45:06+00:00,0.6652,0.14,0.247,0.613
36,Sun Dec 10 20:00:08 +0000 2017,nytimes,"He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX",2017-12-10 20:00:08+00:00,-0.5574,0.284,0.11,0.606
35,Sun Dec 10 20:15:02 +0000 2017,nytimes,"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o",2017-12-10 20:15:02+00:00,0.0498,0.151,0.159,0.69
34,Sun Dec 10 20:19:26 +0000 2017,nytimes,"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…",2017-12-10 20:19:26+00:00,0.6369,0.0,0.189,0.811
33,Sun Dec 10 20:23:00 +0000 2017,nytimes,RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…,2017-12-10 20:23:00+00:00,0.0,0.0,0.0,1.0
32,Sun Dec 10 20:30:06 +0000 2017,nytimes,"The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5",2017-12-10 20:30:06+00:00,0.2023,0.0,0.205,0.795
31,Sun Dec 10 20:45:13 +0000 2017,nytimes,"As Alabama's Senate race winds down, residents are lamenting that policy issues didn't seize the spotlight https://t.co/5RaJtzyHAg",2017-12-10 20:45:13+00:00,-0.4588,0.158,0.0,0.842
