,created_at,screen_name,text,converted_time,compound,neg,pos,neu
16,Mon Dec 11 02:43:53 +0000 2017,FoxNews,".@CLewandowski_: ""If a Republican is not willing to play ball, [@POTUS] is willing to call them out to fulfill the… https://t.co/a1TGoxuZBl",2017-12-11 02:43:53+00:00,0.2177,0.089,0.126,0.785
15,Mon Dec 11 02:51:49 +0000 2017,FoxNews,".@CLewandowski_ on the GOP's future: ""The people of this great country voted for change and that change is… https://t.co/babVRr8Rhv",2017-12-11 02:51:49+00:00,0.7073,0.0,0.213,0.787
14,Mon Dec 11 02:56:14 +0000 2017,FoxNews,".@CLewandowski_: ""It took @BarackObama until February of his second year to get the ObamaCare bill done and it look… https://t.co/QAQZuOWirk",2017-12-11 02:56:14+00:00,0.0,0.0,0.0,1.0
13,Mon Dec 11 03:01:32 +0000 2017,FoxNews,A.B. Stoddard on @facebook Messenger for kids: “When you are on those sites you are presenting a fake version of yo… https://t.co/AinycBbIRD,2017-12-11 03:01:32+00:00,-0.4767,0.134,0.0,0.866
12,Mon Dec 11 03:06:24 +0000 2017,FoxNews,"Self-propelled vessel intercepted smuggling more than 3,800 pounds of cocaine near Texas https://t.co/IDFCWeVXel https://t.co/3JNQh23DLb",2017-12-11 03:06:24+00:00,-0.4767,0.193,0.0,0.807
11,Mon Dec 11 03:07:01 +0000 2017,FoxNews,"Earlier today, @FLOTUS called for charitable giving as the holidays approach. https://t.co/CIWZkTLmup",2017-12-11 03:07:01+00:00,0.7717,0.0,0.461,0.539
10,Mon Dec 11 03:14:27 +0000 2017,FoxNews,One dead after small plane crashes near Miami airport https://t.co/aay8Kxw71u,2017-12-11 03:14:27+00:00,-0.6486,0.323,0.0,0.677
9,Mon Dec 11 03:18:06 +0000 2017,FoxNews,"Right whales facing extinction after 17 die this year, scientists say https://t.co/In8c0Co8zf",2017-12-11 03:18:06+00:00,-0.5994,0.262,0.0,0.738
8,Mon Dec 11 03:18:31 +0000 2017,FoxNews,Pelosi suggests Trump early days in office like neophyte performing 'brain surgery' https://t.co/fjDqHcBn7x,2017-12-11 03:18:31+00:00,0.3612,0.0,0.172,0.828
7,Mon Dec 11 03:27:57 +0000 2017,FoxNews,New evacuations as huge Southern California fire flares up https://t.co/SyZtnsbZcs,2017-12-11 03:27:57+00:00,-0.0258,0.189,0.181,0.63
6,Mon Dec 11 03:33:04 +0000 2017,FoxNews,'Queens of the Stone Age' singer apologizes for kicking photographer in his audience https://t.co/AXNq6eBbo5,2017-12-11 03:33:04+00:00,0.3612,0.0,0.161,0.839
5,Mon Dec 11 03:39:57 +0000 2017,FoxNews,".@SteveHiltonx: ""Republicans are wrong to claim that their tax bill will raise incomes as well. They don't seem to… https://t.co/5ubvXJNRaa",2017-12-11 03:39:57+00:00,-0.25,0.134,0.091,0.776
4,Mon Dec 11 03:55:05 +0000 2017,FoxNews,".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" https://t.co/AYnn1kZ2Iq",2017-12-11 03:55:05+00:00,0.0,0.0,0.0,1.0
3,Mon Dec 11 03:56:01 +0000 2017,FoxNews,"On ""Sunday Morning Futures,"" @RepPeteKing pushed back on those claiming @DonaldJTrumpJr engaged in collusion with R… https://t.co/u6MpfSs3Lr",2017-12-11 03:56:01+00:00,0.4019,0.0,0.144,0.856
2,Mon Dec 11 04:00:04 +0000 2017,FoxNews,".@PressSec: ""It's laughable that President Obama thinks he has anything to do with the success of where the economy… https://t.co/kjoQyOpgNz",2017-12-11 04:00:04+00:00,0.5994,0.0,0.214,0.786
1,Mon Dec 11 04:05:01 +0000 2017,FoxNews,".@HeyTammyBruce: ""Since [@POTUS] was elected, 2.2 million jobs were created... We want that to continue."" https://t.co/u7d0vqFwAS",2017-12-11 04:05:01+00:00,0.0772,0.0,0.08,0.92
0,Mon Dec 11 04:07:06 +0000 2017,FoxNews,"On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/RhrGg1lYpn",2017-12-11 04:07:06+00:00,-0.4588,0.176,0.0,0.824
